Year,State,Total,Type,By Weapon
2013,Guam,9,Unarmed,2
2013,Hawaii,9,Firearms,6
2013,Hawaii,9,Cutting,2
2013,Hawaii,9,Other,1
2013,Hawaii,9,Unarmed,0
2013,Idaho,26,Firearms,15
2013,Idaho,26,Cutting,2
2013,Idaho,26,Other,5
2013,Idaho,26,Unarmed,4
2013,Illinois,433,Firearms,364
2013,Illinois,433,Cutting,41
2013,Illinois,433,Other,19
2013,Illinois,433,Unarmed,9
2013,Indiana,311,Firearms,238
2013,Indiana,311,Cutting,19
2013,Indiana,311,Other,41
2013,Indiana,311,Unarmed,13
2013,Iowa,42,Firearms,18
2013,Iowa,42,Cutting,13
2013,Iowa,42,Other,6
2013,Iowa,42,Unarmed,5
2013,Kansas,112,Firearms,78
2013,Kansas,112,Cutting,8
2013,Kansas,112,Other,16
2013,Kansas,112,Unarmed,10
2013,Kentucky,165,Firearms,111
2013,Kentucky,165,Cutting,23
2013,Kentucky,165,Other,22
2013,Kentucky,165,Unarmed,9
2013,Louisiana,453,Firearms,356
2013,Louisiana,453,Cutting,34
2013,Louisiana,453,Other,40
2013,Louisiana,453,Unarmed,23
2013,Maine,24,Firearms,12
2013,Maine,24,Cutting,5
2013,Maine,24,Other,2
2013,Maine,24,Unarmed,5
2013,Maryland,379,Firearms,268
2013,Maryland,379,Cutting,57
2013,Maryland,379,Other,29
2013,Maryland,379,Unarmed,25
2013,Massachusetts,135,Firearms,78
2013,Massachusetts,135,Cutting,25
2013,Massachusetts,135,Other,25
2013,Massachusetts,135,Unarmed,7
2013,Michigan,625,Firearms,440
2013,Michigan,625,Cutting,43
2013,Michigan,625,Other,106
2013,Michigan,625,Unarmed,36
2013,Minnesota,110,Firearms,60
2013,Minnesota,110,Cutting,17
2013,Minnesota,110,Other,24
2013,Minnesota,110,Unarmed,9
2013,Mississippi,142,Firearms,110
2013,Mississippi,142,Cutting,9
2013,Mississippi,142,Other,14
2013,Mississippi,142,Unarmed,9
2013,Missouri,371,Firearms,273
2013,Missouri,371,Cutting,41
2013,Missouri,371,Other,45
2013,Missouri,371,Unarmed,12
2013,Montana,15,Firearms,9
2013,Montana,15,Cutting,3
2013,Montana,15,Other,2
2013,Montana,15,Unarmed,1
2013,Nebraska,57,Firearms,39
2013,Nebraska,57,Cutting,8
2013,Nebraska,57,Other,7
2013,Nebraska,57,Unarmed,3
2013,Nevada,157,Firearms,87
2013,Nevada,157,Cutting,24
2013,Nevada,157,Other,36
2013,Nevada,157,Unarmed,10
2013,New Hampshire,21,Firearms,5
2013,New Hampshire,21,Cutting,6
2013,New Hampshire,21,Other,5
2013,New Hampshire,21,Unarmed,5
2013,New Jersey,401,Firearms,291
2013,New Jersey,401,Cutting,53
2013,New Jersey,401,Other,37
2013,New Jersey,401,Unarmed,20
2013,New Mexico,106,Firearms,59
2013,New Mexico,106,Cutting,19
2013,New Mexico,106,Other,20
2013,New Mexico,106,Unarmed,8
2013,New York,648,Firearms,362
2013,New York,648,Cutting,136
2013,New York,648,Other,113
2013,New York,648,Unarmed,37
2013,North Carolina,452,Firearms,315
2013,North Carolina,452,Cutting,50
2013,North Carolina,452,Other,55
2013,North Carolina,452,Unarmed,32
2013,North Dakota,11,Firearms,4
2013,North Dakota,11,Cutting,4
2013,North Dakota,11,Other,3
2013,North Dakota,11,Unarmed,0
2013,Ohio,434,Firearms,309
2013,Ohio,434,Cutting,37
2013,Ohio,434,Other,69
2013,Ohio,434,Unarmed,19
2013,Oklahoma,191,Firearms,127
2013,Oklahoma,191,Cutting,24
2013,Oklahoma,191,Other,24
2013,Oklahoma,191,Unarmed,16
2013,Oregon,78,Firearms,43
2013,Oregon,78,Cutting,12
2013,Oregon,78,Other,18
2013,Oregon,78,Unarmed,5
2013,Pennsylvania,594,Firearms,440
2013,Pennsylvania,594,Cutting,52
2013,Pennsylvania,594,Other,74
2013,Pennsylvania,594,Unarmed,28
2013,Rhode Island,31,Firearms,18
2013,Rhode Island,31,Cutting,5
2013,Rhode Island,31,Other,6
2013,Rhode Island,31,Unarmed,2
2013,South Carolina,296,Firearms,224
2013,South Carolina,296,Cutting,20
2013,South Carolina,296,Other,33
2013,South Carolina,296,Unarmed,19
2013,South Dakota,12,Firearms,3
2013,South Dakota,12,Cutting,1
2013,South Dakota,12,Other,4
2013,South Dakota,12,Unarmed,4
2013,Tennessee,327,Firearms,223
2013,Tennessee,327,Cutting,18
2013,Tennessee,327,Other,67
2013,Tennessee,327,Unarmed,19
2013,Texas,1133,Firearms,760
2013,Texas,1133,Cutting,164
2013,Texas,1133,Other,129
2013,Texas,1133,Unarmed,80
2013,Utah,49,Firearms,31
2013,Utah,49,Cutting,6
2013,Utah,49,Other,7
2013,Utah,49,Unarmed,5
2013,Vermont,9,Firearms,5
2013,Vermont,9,Cutting,0
2013,Vermont,9,Other,1
2013,Vermont,9,Unarmed,3
2013,Virgin Islands,14,Firearms,14
2013,Virgin Islands,14,Cutting,0
2013,Virgin Islands,14,Other,0
2013,Virgin Islands,14,Unarmed,0
2013,Virginia,315,Firearms,225
2013,Virginia,315,Cutting,30
2013,Virginia,315,Other,40
2013,Virginia,315,Unarmed,20
2013,Washington,155,Firearms,86
2013,Washington,155,Cutting,29
2013,Washington,155,Other,27
2013,Washington,155,Unarmed,13
2013,West Virginia,54,Firearms,30
2013,West Virginia,54,Cutting,2
2013,West Virginia,54,Other,20
2013,West Virginia,54,Unarmed,2
2013,Wisconsin,157,Firearms,103
2013,Wisconsin,157,Cutting,18
2013,Wisconsin,157,Other,24
2013,Wisconsin,157,Unarmed,12
2013,Wyoming,15,Firearms,9
2013,Wyoming,15,Cutting,2
2013,Wyoming,15,Other,4
2013,Wyoming,15,Unarmed,0
2014,Alaska,41,Firearms,22
2014,Alaska,41,Cutting,8
2014,Alaska,41,Other,5
2014,Alaska,41,Unarmed,6
2014,Arizona,258,Firearms,153
2014,Arizona,258,Cutting,33
2014,Arizona,258,Other,66
2014,Arizona,258,Unarmed,6
2014,Arkansas,154,Firearms,111
2014,Arkansas,154,Cutting,17
2014,Arkansas,154,Other,23
2014,Arkansas,154,Unarmed,3
2014,California,1697,Firearms,1169
2014,California,1697,Cutting,256
2014,California,1697,Other,175
2014,California,1697,Unarmed,97
2014,Colorado,149,Firearms,91
2014,Colorado,149,Cutting,25
2014,Colorado,149,Other,20
2014,Colorado,149,Unarmed,13
2014,Connecticut,83,Firearms,51
2014,Connecticut,83,Cutting,17
2014,Connecticut,83,Other,5
2014,Connecticut,83,Unarmed,10
2014,Delaware,54,Firearms,39
2014,Delaware,54,Cutting,4
2014,Delaware,54,Other,3
2014,Delaware,54,Unarmed,8
2014,District of Columbia,105,Firearms,73
2014,District of Columbia,105,Cutting,17
2014,District of Columbia,105,Other,10
2014,District of Columbia,105,Unarmed,5
2014,Georgia,540,Firearms,416
2014,Georgia,540,Cutting,55
2014,Georgia,540,Other,63
2014,Georgia,540,Unarmed,6
2014,Guam,6,Firearms,0
2014,Guam,6,Cutting,4
2014,Guam,6,Other,1
2014,Guam,6,Unarmed,1
2014,Hawaii,5,Firearms,1
2014,Hawaii,5,Cutting,0
2014,Hawaii,5,Other,3
2014,Hawaii,5,Unarmed,1
2014,Idaho,30,Firearms,15
2014,Idaho,30,Cutting,6
2014,Idaho,30,Other,4
2014,Idaho,30,Unarmed,5
2014,Illinois,428,Firearms,371
2014,Illinois,428,Cutting,30
2014,Illinois,428,Other,14
2014,Illinois,428,Unarmed,13
2014,Indiana,299,Firearms,222
2014,Indiana,299,Cutting,26
2014,Indiana,299,Other,37
2014,Indiana,299,Unarmed,14
2014,Iowa,55,Firearms,27
2014,Iowa,55,Cutting,8
2014,Iowa,55,Other,12
2014,Iowa,55,Unarmed,8
2014,Kansas,89,Firearms,56
2014,Kansas,89,Cutting,13
2014,Kansas,89,Other,12
2014,Kansas,89,Unarmed,8
2014,Kentucky,160,Firearms,112
2014,Kentucky,160,Cutting,16
2014,Kentucky,160,Other,26
2014,Kentucky,160,Unarmed,6
2014,Louisiana,407,Firearms,319
2014,Louisiana,407,Cutting,46
2014,Louisiana,407,Other,30
2014,Louisiana,407,Unarmed,12
2014,Maine,21,Firearms,6
2014,Maine,21,Cutting,4
2014,Maine,21,Other,8
2014,Maine,21,Unarmed,3
2014,Maryland,309,Firearms,208
2014,Maryland,309,Cutting,67
2014,Maryland,309,Other,20
2014,Maryland,309,Unarmed,14
2014,Massachusetts,131,Firearms,81
2014,Massachusetts,131,Cutting,34
2014,Massachusetts,131,Other,13
2014,Massachusetts,131,Unarmed,3
2014,Michigan,531,Firearms,342
2014,Michigan,531,Cutting,60
2014,Michigan,531,Other,102
2014,Michigan,531,Unarmed,27
2014,Minnesota,82,Firearms,42
2014,Minnesota,82,Cutting,10
2014,Minnesota,82,Other,20
2014,Minnesota,82,Unarmed,10
2014,Mississippi,161,Firearms,122
2014,Mississippi,161,Cutting,14
2014,Mississippi,161,Other,17
2014,Mississippi,161,Unarmed,8
2014,Missouri,402,Firearms,314
2014,Missouri,402,Cutting,35
2014,Missouri,402,Other,43
2014,Missouri,402,Unarmed,10
2014,Montana,27,Firearms,17
2014,Montana,27,Cutting,5
2014,Montana,27,Other,3
2014,Montana,27,Unarmed,2
2014,Nebraska,51,Firearms,32
2014,Nebraska,51,Cutting,7
2014,Nebraska,51,Other,8
2014,Nebraska,51,Unarmed,4
2014,Nevada,169,Firearms,94
2014,Nevada,169,Cutting,34
2014,Nevada,169,Other,32
2014,Nevada,169,Unarmed,9
2014,New Hampshire,12,Firearms,6
2014,New Hampshire,12,Cutting,2
2014,New Hampshire,12,Other,3
2014,New Hampshire,12,Unarmed,1
2014,New Jersey,337,Firearms,243
2014,New Jersey,337,Cutting,42
2014,New Jersey,337,Other,34
2014,New Jersey,337,Unarmed,18
2014,New Mexico,96,Firearms,53
2014,New Mexico,96,Cutting,22
2014,New Mexico,96,Other,19
2014,New Mexico,96,Unarmed,2
2014,New York,613,Firearms,344
2014,New York,613,Cutting,139
2014,New York,613,Other,103
2014,New York,613,Unarmed,27
2014,North Carolina,469,Firearms,318
2014,North Carolina,469,Cutting,39
2014,North Carolina,469,Other,63
2014,North Carolina,469,Unarmed,49
2014,North Dakota,14,Firearms,6
2014,North Dakota,14,Cutting,3
2014,North Dakota,14,Other,3
2014,North Dakota,14,Unarmed,2
2014,Ohio,436,Firearms,277
2014,Ohio,436,Cutting,37
2014,Ohio,436,Other,102
2014,Ohio,436,Unarmed,20
2014,Oklahoma,167,Firearms,104
2014,Oklahoma,167,Cutting,29
2014,Oklahoma,167,Other,28
2014,Oklahoma,167,Unarmed,6
2014,Oregon,73,Firearms,39
2014,Oregon,73,Cutting,14
2014,Oregon,73,Other,18
2014,Oregon,73,Unarmed,2
2014,Pennsylvania,609,Firearms,453
2014,Pennsylvania,609,Cutting,63
2014,Pennsylvania,609,Other,78
2014,Pennsylvania,609,Unarmed,15
2014,Rhode Island,25,Firearms,12
2014,Rhode Island,25,Cutting,7
2014,Rhode Island,25,Other,5
2014,Rhode Island,25,Unarmed,1
2014,South Carolina,301,Firearms,219
2014,South Carolina,301,Cutting,31
2014,South Carolina,301,Other,34
2014,South Carolina,301,Unarmed,17
2014,South Dakota,15,Firearms,6
2014,South Dakota,15,Cutting,1
2014,South Dakota,15,Other,5
2014,South Dakota,15,Unarmed,3
2014,Tennessee,370,Firearms,246
2014,Tennessee,370,Cutting,43
2014,Tennessee,370,Other,60
2014,Tennessee,370,Unarmed,21
2014,Texas,1141,Firearms,765
2014,Texas,1141,Cutting,145
2014,Texas,1141,Other,128
2014,Texas,1141,Unarmed,103
2014,Utah,61,Firearms,36
2014,Utah,61,Cutting,6
2014,Utah,61,Other,9
2014,Utah,61,Unarmed,10
2014,Vermont,10,Firearms,6
2014,Vermont,10,Cutting,1
2014,Vermont,10,Other,1
2014,Vermont,10,Unarmed,2
2014,Virgin Islands,25,Firearms,21
2014,Virgin Islands,25,Cutting,2
2014,Virgin Islands,25,Other,2
2014,Virgin Islands,25,Unarmed,0
2014,Virginia,337,Firearms,228
2014,Virginia,337,Cutting,35
2014,Virginia,337,Other,53
2014,Virginia,337,Unarmed,21
2014,Washington,172,Firearms,94
2014,Washington,172,Cutting,25
2014,Washington,172,Other,42
2014,Washington,172,Unarmed,11
2014,West Virginia,62,Firearms,16
2014,West Virginia,62,Cutting,10
2014,West Virginia,62,Other,30
2014,West Virginia,62,Unarmed,6
2014,Wisconsin,158,Firearms,117
2014,Wisconsin,158,Cutting,19
2014,Wisconsin,158,Other,13
2014,Wisconsin,158,Unarmed,9
2014,Wyoming,13,Firearms,8
2014,Wyoming,13,Cutting,1
2014,Wyoming,13,Other,2
2014,Wyoming,13,Unarmed,2
2015,Alaska,57,Firearms,39
2015,Alaska,57,Cutting,7
2015,Alaska,57,Other,8
2015,Alaska,57,Unarmed,3
2015,Arizona,278,Firearms,171
2015,Arizona,278,Cutting,42
2015,Arizona,278,Other,55
2015,Arizona,278,Unarmed,10
2015,Arkansas,164,Firearms,110
2015,Arkansas,164,Cutting,18
2015,Arkansas,164,Other,30
2015,Arkansas,164,Unarmed,6
2015,California,1861,Firearms,1275
2015,California,1861,Cutting,263
2015,California,1861,Other,233
2015,California,1861,Unarmed,90
2015,Colorado,176,Firearms,115
2015,Colorado,176,Cutting,25
2015,Colorado,176,Other,19
2015,Colorado,176,Unarmed,17
2015,Connecticut,107,Firearms,73
2015,Connecticut,107,Cutting,16
2015,Connecticut,107,Other,9
2015,Connecticut,107,Unarmed,9
2015,Delaware,63,Firearms,52
2015,Delaware,63,Cutting,6
2015,Delaware,63,Other,3
2015,Delaware,63,Unarmed,2
2015,District of Columbia,162,Firearms,121
2015,District of Columbia,162,Cutting,28
2015,District of Columbia,162,Other,8
2015,District of Columbia,162,Unarmed,5
2015,Georgia,565,Firearms,464
2015,Georgia,565,Cutting,38
2015,Georgia,565,Other,60
2015,Georgia,565,Unarmed,3
2015,Guam,6,Firearms,3
2015,Guam,6,Cutting,1
2015,Guam,6,Other,2
2015,Guam,6,Unarmed,0
2015,Hawaii,19,Firearms,4
2015,Hawaii,19,Cutting,6
2015,Hawaii,19,Other,2
2015,Hawaii,19,Unarmed,7
2015,Idaho,30,Firearms,24
2015,Idaho,30,Cutting,3
2015,Idaho,30,Other,3
2015,Idaho,30,Unarmed,0
2015,Illinois,497,Firearms,440
2015,Illinois,497,Cutting,29
2015,Illinois,497,Other,25
2015,Illinois,497,Unarmed,3
2015,Indiana,272,Firearms,209
2015,Indiana,272,Cutting,22
2015,Indiana,272,Other,29
2015,Indiana,272,Unarmed,12
2015,Iowa,72,Firearms,49
2015,Iowa,72,Cutting,10
2015,Iowa,72,Other,5
2015,Iowa,72,Unarmed,8
2015,Kansas,125,Firearms,91
2015,Kansas,125,Cutting,9
2015,Kansas,125,Other,14
2015,Kansas,125,Unarmed,11
2015,Kentucky,209,Firearms,141
2015,Kentucky,209,Cutting,30
2015,Kentucky,209,Other,26
2015,Kentucky,209,Unarmed,12
2015,Louisiana,474,Firearms,379
2015,Louisiana,474,Cutting,46
2015,Louisiana,474,Other,43
2015,Louisiana,474,Unarmed,6
2015,Maine,23,Firearms,16
2015,Maine,23,Cutting,3
2015,Maine,23,Other,1
2015,Maine,23,Unarmed,3
2015,Maryland,372,Firearms,279
2015,Maryland,372,Cutting,44
2015,Maryland,372,Other,33
2015,Maryland,372,Unarmed,16
2015,Massachusetts,126,Firearms,81
2015,Massachusetts,126,Cutting,27
2015,Massachusetts,126,Other,11
2015,Massachusetts,126,Unarmed,7
2015,Michigan,571,Firearms,389
2015,Michigan,571,Cutting,52
2015,Michigan,571,Other,103
2015,Michigan,571,Unarmed,27
2015,Minnesota,133,Firearms,79
2015,Minnesota,133,Cutting,21
2015,Minnesota,133,Other,23
2015,Minnesota,133,Unarmed,10
2015,Mississippi,159,Firearms,126
2015,Mississippi,159,Cutting,11
2015,Mississippi,159,Other,14
2015,Mississippi,159,Unarmed,8
2015,Missouri,499,Firearms,418
2015,Missouri,499,Cutting,26
2015,Missouri,499,Other,40
2015,Missouri,499,Unarmed,15
2015,Montana,36,Firearms,18
2015,Montana,36,Cutting,8
2015,Montana,36,Other,3
2015,Montana,36,Unarmed,7
2015,Nebraska,61,Firearms,43
2015,Nebraska,61,Cutting,9
2015,Nebraska,61,Other,8
2015,Nebraska,61,Unarmed,1
2015,Nevada,177,Firearms,113
2015,Nevada,177,Cutting,25
2015,Nevada,177,Other,30
2015,Nevada,177,Unarmed,9
2015,New Hampshire,14,Firearms,8
2015,New Hampshire,14,Cutting,6
2015,New Hampshire,14,Other,0
2015,New Hampshire,14,Unarmed,0
2015,New Jersey,353,Firearms,255
2015,New Jersey,353,Cutting,38
2015,New Jersey,353,Other,41
2015,New Jersey,353,Unarmed,19
2015,New Mexico,94,Firearms,56
2015,New Mexico,94,Cutting,18
2015,New Mexico,94,Other,19
2015,New Mexico,94,Unarmed,1
2015,New York,611,Firearms,383
2015,New York,611,Cutting,104
2015,New York,611,Other,104
2015,New York,611,Unarmed,20
2015,North Carolina,506,Firearms,353
2015,North Carolina,506,Cutting,41
2015,North Carolina,506,Other,77
2015,North Carolina,506,Unarmed,35
2015,North Dakota,17,Firearms,9
2015,North Dakota,17,Cutting,3
2015,North Dakota,17,Other,1
2015,North Dakota,17,Unarmed,4
2015,Ohio,480,Firearms,316
2015,Ohio,480,Cutting,39
2015,Ohio,480,Other,103
2015,Ohio,480,Unarmed,22
2015,Oklahoma,233,Firearms,149
2015,Oklahoma,233,Cutting,33
2015,Oklahoma,233,Other,32
2015,Oklahoma,233,Unarmed,19
2015,Oregon,71,Firearms,34
2015,Oregon,71,Cutting,12
2015,Oregon,71,Other,22
2015,Oregon,71,Unarmed,3
2015,Pennsylvania,651,Firearms,497
2015,Pennsylvania,651,Cutting,65
2015,Pennsylvania,651,Other,67
2015,Pennsylvania,651,Unarmed,22
2015,Rhode Island,27,Firearms,10
2015,Rhode Island,27,Cutting,10
2015,Rhode Island,27,Other,6
2015,Rhode Island,27,Unarmed,1
2015,South Carolina,394,Firearms,312
2015,South Carolina,394,Cutting,34
2015,South Carolina,394,Other,34
2015,South Carolina,394,Unarmed,14
2015,South Dakota,27,Firearms,12
2015,South Dakota,27,Cutting,8
2015,South Dakota,27,Other,2
2015,South Dakota,27,Unarmed,5
2015,Tennessee,402,Firearms,297
2015,Tennessee,402,Cutting,40
2015,Tennessee,402,Other,51
2015,Tennessee,402,Unarmed,14
2015,Texas,1276,Firearms,906
2015,Texas,1276,Cutting,146
2015,Texas,1276,Other,135
2015,Texas,1276,Unarmed,89
2015,U.S. Virgin Islands,35,Firearms,26
2015,U.S. Virgin Islands,35,Cutting,3
2015,U.S. Virgin Islands,35,Other,6
2015,U.S. Virgin Islands,35,Unarmed,0
2015,Utah,54,Firearms,34
2015,Utah,54,Cutting,5
2015,Utah,54,Other,6
2015,Utah,54,Unarmed,9
2015,Vermont,10,Firearms,8
2015,Vermont,10,Cutting,0
2015,Vermont,10,Other,1
2015,Vermont,10,Unarmed,1
2015,Virginia,383,Firearms,275
2015,Virginia,383,Cutting,51
2015,Virginia,383,Other,43
2015,Virginia,383,Unarmed,14
2015,Washington,209,Firearms,141
2015,Washington,209,Cutting,18
2015,Washington,209,Other,36
2015,Washington,209,Unarmed,14
2015,West Virginia,57,Firearms,30
2015,West Virginia,57,Cutting,6
2015,West Virginia,57,Other,17
2015,West Virginia,57,Unarmed,4
2015,Wisconsin,238,Firearms,170
2015,Wisconsin,238,Cutting,37
2015,Wisconsin,238,Other,25
2015,Wisconsin,238,Unarmed,6
2015,Wyoming,16,Firearms,10
2015,Wyoming,16,Cutting,2
2015,Wyoming,16,Other,3
2015,Wyoming,16,Unarmed,1
2016,Alaska,52,Firearms,43
2016,Alaska,52,Cutting,3
2016,Alaska,52,Other,6
2016,Alaska,52,Unarmed,0
2016,Arizona,336,Firearms,227
2016,Arizona,336,Cutting,40
2016,Arizona,336,Other,63
2016,Arizona,336,Unarmed,6
2016,Arkansas,209,Firearms,151
2016,Arkansas,209,Cutting,25
2016,Arkansas,209,Other,25
2016,Arkansas,209,Unarmed,8
2016,California,1930,Firearms,1368
2016,California,1930,Cutting,280
2016,California,1930,Other,193
2016,California,1930,Unarmed,89
2016,Colorado,202,Firearms,136
2016,Colorado,202,Cutting,27
2016,Colorado,202,Other,28
2016,Colorado,202,Unarmed,11
2016,Connecticut,76,Firearms,48
2016,Connecticut,76,Cutting,12
2016,Connecticut,76,Other,13
2016,Connecticut,76,Unarmed,3
2016,Delaware,56,Firearms,41
2016,Delaware,56,Cutting,7
2016,Delaware,56,Other,8
2016,Delaware,56,Unarmed,0
2016,District of Columbia,136,Firearms,105
2016,District of Columbia,136,Cutting,19
2016,District of Columbia,136,Other,6
2016,District of Columbia,136,Unarmed,6
2016,Georgia,646,Firearms,522
2016,Georgia,646,Cutting,48
2016,Georgia,646,Other,71
2016,Georgia,646,Unarmed,5
2016,Hawaii,35,Firearms,19
2016,Hawaii,35,Cutting,8
2016,Hawaii,35,Other,5
2016,Hawaii,35,Unarmed,3
2016,Idaho,47,Firearms,17
2016,Idaho,47,Cutting,5
2016,Idaho,47,Other,21
2016,Idaho,47,Unarmed,4
2016,Illinois,941,Firearms,799
2016,Illinois,941,Cutting,61
2016,Illinois,941,Other,62
2016,Illinois,941,Unarmed,19
2016,Indiana,348,Firearms,287
2016,Indiana,348,Cutting,19
2016,Indiana,348,Other,32
2016,Indiana,348,Unarmed,10
2016,Iowa,71,Firearms,43
2016,Iowa,71,Cutting,12
2016,Iowa,71,Other,10
2016,Iowa,71,Unarmed,6
2016,Kansas,96,Firearms,61
2016,Kansas,96,Cutting,8
2016,Kansas,96,Other,19
2016,Kansas,96,Unarmed,8
2016,Kentucky,260,Firearms,207
2016,Kentucky,260,Cutting,20
2016,Kentucky,260,Other,22
2016,Kentucky,260,Unarmed,11
2016,Louisiana,543,Firearms,445
2016,Louisiana,543,Cutting,33
2016,Louisiana,543,Other,52
2016,Louisiana,543,Unarmed,13
2016,Maine,20,Firearms,11
2016,Maine,20,Cutting,5
2016,Maine,20,Other,2
2016,Maine,20,Unarmed,2
2016,Maryland,430,Firearms,328
2016,Maryland,430,Cutting,52
2016,Maryland,430,Other,29
2016,Maryland,430,Unarmed,21
2016,Massachusetts,132,Firearms,85
2016,Massachusetts,132,Cutting,25
2016,Massachusetts,132,Other,11
2016,Massachusetts,132,Unarmed,11
2016,Michigan,597,Firearms,443
2016,Michigan,597,Cutting,45
2016,Michigan,597,Other,89
2016,Michigan,597,Unarmed,20
2016,Minnesota,99,Firearms,60
2016,Minnesota,99,Cutting,12
2016,Minnesota,99,Other,19
2016,Minnesota,99,Unarmed,8
2016,Mississippi,154,Firearms,128
2016,Mississippi,154,Cutting,4
2016,Mississippi,154,Other,14
2016,Mississippi,154,Unarmed,8
2016,Missouri,535,Firearms,437
2016,Missouri,535,Cutting,37
2016,Missouri,535,Other,50
2016,Missouri,535,Unarmed,11
2016,Montana,34,Firearms,17
2016,Montana,34,Cutting,9
2016,Montana,34,Other,5
2016,Montana,34,Unarmed,3
2016,Nebraska,41,Firearms,30
2016,Nebraska,41,Cutting,9
2016,Nebraska,41,Other,2
2016,Nebraska,41,Unarmed,0
2016,Nevada,209,Firearms,141
2016,Nevada,209,Cutting,20
2016,Nevada,209,Other,42
2016,Nevada,209,Unarmed,6
2016,New Hampshire,16,Firearms,8
2016,New Hampshire,16,Cutting,2
2016,New Hampshire,16,Other,0
2016,New Hampshire,16,Unarmed,6
2016,New Jersey,372,Firearms,278
2016,New Jersey,372,Cutting,29
2016,New Jersey,372,Other,42
2016,New Jersey,372,Unarmed,23
2016,New Mexico,99,Firearms,60
2016,New Mexico,99,Cutting,17
2016,New Mexico,99,Other,19
2016,New Mexico,99,Unarmed,3
2016,New York,628,Firearms,367
2016,New York,628,Cutting,130
2016,New York,628,Other,99
2016,New York,628,Unarmed,32
2016,North Carolina,595,Firearms,421
2016,North Carolina,595,Cutting,50
2016,North Carolina,595,Other,80
2016,North Carolina,595,Unarmed,44
2016,North Dakota,14,Firearms,8
2016,North Dakota,14,Cutting,3
2016,North Dakota,14,Other,1
2016,North Dakota,14,Unarmed,2
2016,Ohio,627,Firearms,452
2016,Ohio,627,Cutting,39
2016,Ohio,627,Other,104
2016,Ohio,627,Unarmed,32
2016,Oklahoma,243,Firearms,171
2016,Oklahoma,243,Cutting,31
2016,Oklahoma,243,Other,23
2016,Oklahoma,243,Unarmed,18
2016,Oregon,100,Firearms,51
2016,Oregon,100,Cutting,24
2016,Oregon,100,Other,24
2016,Oregon,100,Unarmed,1
2016,Pennsylvania,655,Firearms,486
2016,Pennsylvania,655,Cutting,68
2016,Pennsylvania,655,Other,78
2016,Pennsylvania,655,Unarmed,23
2016,Rhode Island,29,Firearms,12
2016,Rhode Island,29,Cutting,9
2016,Rhode Island,29,Other,6
2016,Rhode Island,29,Unarmed,2
2016,South Carolina,363,Firearms,281
2016,South Carolina,363,Cutting,29
2016,South Carolina,363,Other,36
2016,South Carolina,363,Unarmed,17
2016,South Dakota,21,Firearms,7
2016,South Dakota,21,Cutting,5
2016,South Dakota,21,Other,4
2016,South Dakota,21,Unarmed,5
2016,Tennessee,486,Firearms,356
2016,Tennessee,486,Cutting,49
2016,Tennessee,486,Other,69
2016,Tennessee,486,Unarmed,12
2016,Texas,1459,Firearms,1066
2016,Texas,1459,Cutting,175
2016,Texas,1459,Other,136
2016,Texas,1459,Unarmed,82
2016,U.S. Virgin Islands,42,Firearms,34
2016,U.S. Virgin Islands,42,Cutting,0
2016,U.S. Virgin Islands,42,Other,8
2016,U.S. Virgin Islands,42,Unarmed,0
2016,Utah,71,Firearms,42
2016,Utah,71,Cutting,6
2016,Utah,71,Other,20
2016,Utah,71,Unarmed,3
2016,Vermont,14,Firearms,6
2016,Vermont,14,Cutting,2
2016,Vermont,14,Other,6
2016,Vermont,14,Unarmed,0
2016,Virginia,482,Firearms,352
2016,Virginia,482,Cutting,33
2016,Virginia,482,Other,67
2016,Virginia,482,Unarmed,30
2016,Washington,195,Firearms,127
2016,Washington,195,Cutting,19
2016,Washington,195,Other,38
2016,Washington,195,Unarmed,11
2016,West Virginia,76,Firearms,47
2016,West Virginia,76,Cutting,4
2016,West Virginia,76,Other,21
2016,West Virginia,76,Unarmed,4
2016,Wisconsin,226,Firearms,166
2016,Wisconsin,226,Cutting,27
2016,Wisconsin,226,Other,21
2016,Wisconsin,226,Unarmed,12
2016,Wyoming,19,Firearms,6
2016,Wyoming,19,Cutting,8
2016,Wyoming,19,Other,3
2016,Wyoming,19,Unarmed,2
