Year,State,Total,Type,By Weapon
2009,District of Columbia,144,Cutting,17
2009,District of Columbia,144,Other,9
2009,District of Columbia,144,Unarmed,5
2009,Georgia,543,Firearms,378
2009,Georgia,543,Cutting,56
2009,Georgia,543,Other,97
2009,Georgia,543,Unarmed,12
2009,Hawaii,21,Firearms,8
2009,Hawaii,21,Cutting,3
2009,Hawaii,21,Other,4
2009,Hawaii,21,Unarmed,6
2009,Idaho,22,Firearms,5
2009,Idaho,22,Cutting,3
2009,Idaho,22,Other,9
2009,Idaho,22,Unarmed,5
2009,Illinois,479,Firearms,386
2009,Illinois,479,Cutting,39
2009,Illinois,479,Other,48
2009,Illinois,479,Unarmed,6
2009,Indiana,293,Firearms,209
2009,Indiana,293,Cutting,34
2009,Indiana,293,Other,40
2009,Indiana,293,Unarmed,10
2009,Iowa,34,Firearms,11
2009,Iowa,34,Cutting,8
2009,Iowa,34,Other,6
2009,Iowa,34,Unarmed,9
2009,Kansas,118,Firearms,85
2009,Kansas,118,Cutting,14
2009,Kansas,118,Other,11
2009,Kansas,118,Unarmed,8
2009,Kentucky,170,Firearms,112
2009,Kentucky,170,Cutting,22
2009,Kentucky,170,Other,27
2009,Kentucky,170,Unarmed,9
2009,Louisiana,486,Firearms,402
2009,Louisiana,486,Cutting,32
2009,Louisiana,486,Other,37
2009,Louisiana,486,Unarmed,15
2009,Maine,26,Firearms,11
2009,Maine,26,Cutting,6
2009,Maine,26,Other,6
2009,Maine,26,Unarmed,3
2009,Maryland,438,Firearms,305
2009,Maryland,438,Cutting,58
2009,Maryland,438,Other,57
2009,Maryland,438,Unarmed,18
2009,Massachusetts,169,Firearms,93
2009,Massachusetts,169,Cutting,40
2009,Massachusetts,169,Other,29
2009,Massachusetts,169,Unarmed,7
2009,Michigan,625,Firearms,437
2009,Michigan,625,Cutting,47
2009,Michigan,625,Other,112
2009,Michigan,625,Unarmed,29
2009,Minnesota,72,Firearms,38
2009,Minnesota,72,Cutting,14
2009,Minnesota,72,Other,8
2009,Minnesota,72,Unarmed,12
2009,Mississippi,151,Firearms,105
2009,Mississippi,151,Cutting,22
2009,Mississippi,151,Other,15
2009,Mississippi,151,Unarmed,9
2009,Missouri,381,Firearms,276
2009,Missouri,381,Cutting,40
2009,Missouri,381,Other,50
2009,Missouri,381,Unarmed,15
2009,Montana,28,Firearms,19
2009,Montana,28,Cutting,4
2009,Montana,28,Other,2
2009,Montana,28,Unarmed,3
2009,Nebraska,40,Firearms,23
2009,Nebraska,40,Cutting,8
2009,Nebraska,40,Other,4
2009,Nebraska,40,Unarmed,5
2009,Nevada,156,Firearms,91
2009,Nevada,156,Cutting,25
2009,Nevada,156,Other,27
2009,Nevada,156,Unarmed,13
2009,New Hampshire,10,Firearms,4
2009,New Hampshire,10,Cutting,3
2009,New Hampshire,10,Other,2
2009,New Hampshire,10,Unarmed,1
2009,New Jersey,319,Firearms,220
2009,New Jersey,319,Cutting,44
2009,New Jersey,319,Other,36
2009,New Jersey,319,Unarmed,19
2009,New Mexico,144,Firearms,78
2009,New Mexico,144,Cutting,24
2009,New Mexico,144,Other,29
2009,New Mexico,144,Unarmed,13
2009,New York,779,Firearms,481
2009,New York,779,Cutting,166
2009,New York,779,Other,109
2009,New York,779,Unarmed,23
2009,North Carolina,480,Firearms,335
2009,North Carolina,480,Cutting,49
2009,North Carolina,480,Other,64
2009,North Carolina,480,Unarmed,32
2009,North Dakota,9,Firearms,3
2009,North Dakota,9,Cutting,0
2009,North Dakota,9,Other,3
2009,North Dakota,9,Unarmed,3
2009,Ohio,502,Firearms,311
2009,Ohio,502,Cutting,52
2009,Ohio,502,Other,95
2009,Ohio,502,Unarmed,44
2009,Oklahoma,225,Firearms,125
2009,Oklahoma,225,Cutting,45
2009,Oklahoma,225,Other,25
2009,Oklahoma,225,Unarmed,30
2009,Oregon,83,Firearms,41
2009,Oregon,83,Cutting,21
2009,Oregon,83,Other,19
2009,Oregon,83,Unarmed,2
2009,Pennsylvania,658,Firearms,468
2009,Pennsylvania,658,Cutting,66
2009,Pennsylvania,658,Other,100
2009,Pennsylvania,658,Unarmed,24
2009,Rhode Island,31,Firearms,18
2009,Rhode Island,31,Cutting,6
2009,Rhode Island,31,Other,5
2009,Rhode Island,31,Unarmed,2
2009,South Carolina,286,Firearms,197
2009,South Carolina,286,Cutting,28
2009,South Carolina,286,Other,41
2009,South Carolina,286,Unarmed,20
2009,South Dakota,11,Firearms,4
2009,South Dakota,11,Cutting,5
2009,South Dakota,11,Other,1
2009,South Dakota,11,Unarmed,1
2009,Tennessee,461,Firearms,295
2009,Tennessee,461,Cutting,45
2009,Tennessee,461,Other,92
2009,Tennessee,461,Unarmed,29
2009,Texas,1325,Firearms,862
2009,Texas,1325,Cutting,197
2009,Texas,1325,Other,153
2009,Texas,1325,Unarmed,113
2009,Utah,37,Firearms,25
2009,Utah,37,Cutting,8
2009,Utah,37,Other,2
2009,Utah,37,Unarmed,2
2009,Vermont,7,Firearms,0
2009,Vermont,7,Cutting,4
2009,Vermont,7,Other,1
2009,Vermont,7,Unarmed,2
2009,Virginia,347,Firearms,229
2009,Virginia,347,Cutting,41
2009,Virginia,347,Other,55
2009,Virginia,347,Unarmed,22
2009,Washington,169,Firearms,101
2009,Washington,169,Cutting,35
2009,Washington,169,Other,14
2009,Washington,169,Unarmed,19
2009,West Virginia,76,Firearms,38
2009,West Virginia,76,Cutting,19
2009,West Virginia,76,Other,13
2009,West Virginia,76,Unarmed,6
2009,Wisconsin,144,Firearms,95
2009,Wisconsin,144,Cutting,22
2009,Wisconsin,144,Other,13
2009,Wisconsin,144,Unarmed,14
2009,Wyoming,11,Firearms,8
2009,Wyoming,11,Cutting,1
2009,Wyoming,11,Other,1
2009,Wyoming,11,Unarmed,1
2010,Alabama,199,Firearms,135
2010,Alabama,199,Cutting,23
2010,Alabama,199,Other,24
2010,Alabama,199,Unarmed,17
2010,Alaska,31,Firearms,19
2010,Alaska,31,Cutting,4
2010,Alaska,31,Other,4
2010,Alaska,31,Unarmed,4
2010,Arizona,352,Firearms,232
2010,Arizona,352,Cutting,51
2010,Arizona,352,Other,62
2010,Arizona,352,Unarmed,7
2010,Arkansas,130,Firearms,93
2010,Arkansas,130,Cutting,12
2010,Arkansas,130,Other,21
2010,Arkansas,130,Unarmed,4
2010,California,1811,Firearms,1257
2010,California,1811,Cutting,250
2010,California,1811,Other,201
2010,California,1811,Unarmed,103
2010,Colorado,117,Firearms,65
2010,Colorado,117,Cutting,20
2010,Colorado,117,Other,21
2010,Colorado,117,Unarmed,11
2010,Connecticut,131,Firearms,97
2010,Connecticut,131,Cutting,20
2010,Connecticut,131,Other,8
2010,Connecticut,131,Unarmed,6
2010,Delaware,48,Firearms,38
2010,Delaware,48,Cutting,8
2010,Delaware,48,Other,0
2010,Delaware,48,Unarmed,2
2010,District of Columbia,131,Firearms,99
2010,District of Columbia,131,Cutting,20
2010,District of Columbia,131,Other,7
2010,District of Columbia,131,Unarmed,5
2010,Georgia,527,Firearms,376
2010,Georgia,527,Cutting,64
2010,Georgia,527,Other,85
2010,Georgia,527,Unarmed,2
2010,Hawaii,24,Firearms,7
2010,Hawaii,24,Cutting,6
2010,Hawaii,24,Other,5
2010,Hawaii,24,Unarmed,6
2010,Idaho,21,Firearms,12
2010,Idaho,21,Cutting,4
2010,Idaho,21,Other,2
2010,Idaho,21,Unarmed,3
2010,Illinois,453,Firearms,364
2010,Illinois,453,Cutting,30
2010,Illinois,453,Other,43
2010,Illinois,453,Unarmed,16
2010,Indiana,198,Firearms,142
2010,Indiana,198,Cutting,19
2010,Indiana,198,Other,25
2010,Indiana,198,Unarmed,12
2010,Iowa,38,Firearms,21
2010,Iowa,38,Cutting,4
2010,Iowa,38,Other,9
2010,Iowa,38,Unarmed,4
2010,Kansas,100,Firearms,63
2010,Kansas,100,Cutting,13
2010,Kansas,100,Other,18
2010,Kansas,100,Unarmed,6
2010,Kentucky,180,Firearms,116
2010,Kentucky,180,Cutting,19
2010,Kentucky,180,Other,25
2010,Kentucky,180,Unarmed,20
2010,Louisiana,437,Firearms,351
2010,Louisiana,437,Cutting,42
2010,Louisiana,437,Other,31
2010,Louisiana,437,Unarmed,13
2010,Maine,24,Firearms,11
2010,Maine,24,Cutting,6
2010,Maine,24,Other,1
2010,Maine,24,Unarmed,6
2010,Maryland,424,Firearms,293
2010,Maryland,424,Cutting,59
2010,Maryland,424,Other,53
2010,Maryland,424,Unarmed,19
2010,Massachusetts,209,Firearms,118
2010,Massachusetts,209,Cutting,50
2010,Massachusetts,209,Other,31
2010,Massachusetts,209,Unarmed,10
2010,Michigan,558,Firearms,413
2010,Michigan,558,Cutting,43
2010,Michigan,558,Other,71
2010,Michigan,558,Unarmed,31
2010,Minnesota,91,Firearms,53
2010,Minnesota,91,Cutting,14
2010,Minnesota,91,Other,16
2010,Minnesota,91,Unarmed,8
2010,Mississippi,165,Firearms,120
2010,Mississippi,165,Cutting,21
2010,Mississippi,165,Other,19
2010,Mississippi,165,Unarmed,5
2010,Missouri,419,Firearms,321
2010,Missouri,419,Cutting,35
2010,Missouri,419,Other,49
2010,Missouri,419,Unarmed,14
2010,Montana,21,Firearms,12
2010,Montana,21,Cutting,3
2010,Montana,21,Other,5
2010,Montana,21,Unarmed,1
2010,Nebraska,51,Firearms,32
2010,Nebraska,51,Cutting,8
2010,Nebraska,51,Other,5
2010,Nebraska,51,Unarmed,6
2010,Nevada,158,Firearms,84
2010,Nevada,158,Cutting,22
2010,Nevada,158,Other,34
2010,Nevada,158,Unarmed,18
2010,New Hampshire,13,Firearms,5
2010,New Hampshire,13,Cutting,5
2010,New Hampshire,13,Other,3
2010,New Hampshire,13,Unarmed,0
2010,New Jersey,363,Firearms,246
2010,New Jersey,363,Cutting,50
2010,New Jersey,363,Other,39
2010,New Jersey,363,Unarmed,28
2010,New Mexico,118,Firearms,67
2010,New Mexico,118,Cutting,29
2010,New Mexico,118,Other,15
2010,New Mexico,118,Unarmed,7
2010,New York,860,Firearms,517
2010,New York,860,Cutting,173
2010,New York,860,Other,148
2010,New York,860,Unarmed,22
2010,North Carolina,445,Firearms,286
2010,North Carolina,445,Cutting,56
2010,North Carolina,445,Other,72
2010,North Carolina,445,Unarmed,31
2010,North Dakota,9,Firearms,4
2010,North Dakota,9,Cutting,0
2010,North Dakota,9,Other,4
2010,North Dakota,9,Unarmed,1
2010,Ohio,460,Firearms,310
2010,Ohio,460,Cutting,40
2010,Ohio,460,Other,93
2010,Ohio,460,Unarmed,17
2010,Oklahoma,188,Firearms,111
2010,Oklahoma,188,Cutting,24
2010,Oklahoma,188,Other,32
2010,Oklahoma,188,Unarmed,21
2010,Oregon,78,Firearms,36
2010,Oregon,78,Cutting,16
2010,Oregon,78,Other,17
2010,Oregon,78,Unarmed,9
2010,Pennsylvania,646,Firearms,457
2010,Pennsylvania,646,Cutting,67
2010,Pennsylvania,646,Other,94
2010,Pennsylvania,646,Unarmed,28
2010,Rhode Island,29,Firearms,16
2010,Rhode Island,29,Cutting,5
2010,Rhode Island,29,Other,6
2010,Rhode Island,29,Unarmed,2
2010,South Carolina,280,Firearms,207
2010,South Carolina,280,Cutting,22
2010,South Carolina,280,Other,34
2010,South Carolina,280,Unarmed,17
2010,South Dakota,14,Firearms,8
2010,South Dakota,14,Cutting,2
2010,South Dakota,14,Other,4
2010,South Dakota,14,Unarmed,0
2010,Tennessee,356,Firearms,219
2010,Tennessee,356,Cutting,35
2010,Tennessee,356,Other,83
2010,Tennessee,356,Unarmed,19
2010,Texas,1246,Firearms,805
2010,Texas,1246,Cutting,202
2010,Texas,1246,Other,130
2010,Texas,1246,Unarmed,109
2010,Utah,52,Firearms,22
2010,Utah,52,Cutting,7
2010,Utah,52,Other,12
2010,Utah,52,Unarmed,11
2010,Vermont,7,Firearms,2
2010,Vermont,7,Cutting,1
2010,Vermont,7,Other,2
2010,Vermont,7,Unarmed,2
2010,Virgin Islands,50,Firearms,41
2010,Virgin Islands,50,Cutting,4
2010,Virgin Islands,50,Other,5
2010,Virgin Islands,50,Unarmed,0
2010,Virginia,369,Firearms,250
2010,Virginia,369,Cutting,47
2010,Virginia,369,Other,50
2010,Virginia,369,Unarmed,22
2010,Washington,151,Firearms,93
2010,Washington,151,Cutting,24
2010,Washington,151,Other,22
2010,Washington,151,Unarmed,12
2010,West Virginia,55,Firearms,27
2010,West Virginia,55,Cutting,11
2010,West Virginia,55,Other,9
2010,West Virginia,55,Unarmed,8
2010,Wisconsin,151,Firearms,97
2010,Wisconsin,151,Cutting,13
2010,Wisconsin,151,Other,22
2010,Wisconsin,151,Unarmed,19
2010,Wyoming,8,Firearms,5
2010,Wyoming,8,Cutting,1
2010,Wyoming,8,Other,1
2010,Wyoming,8,Unarmed,1
2011,Alaska,29,Firearms,16
2011,Alaska,29,Cutting,6
2011,Alaska,29,Other,5
2011,Alaska,29,Unarmed,2
2011,Arizona,339,Firearms,222
2011,Arizona,339,Cutting,49
2011,Arizona,339,Other,59
2011,Arizona,339,Unarmed,9
2011,Arkansas,153,Firearms,110
2011,Arkansas,153,Cutting,22
2011,Arkansas,153,Other,17
2011,Arkansas,153,Unarmed,4
2011,California,1790,Firearms,1220
2011,California,1790,Cutting,261
2011,California,1790,Other,208
2011,California,1790,Unarmed,101
2011,Colorado,147,Firearms,73
2011,Colorado,147,Cutting,22
2011,Colorado,147,Other,31
2011,Colorado,147,Unarmed,21
2011,Connecticut,128,Firearms,94
2011,Connecticut,128,Cutting,18
2011,Connecticut,128,Other,10
2011,Connecticut,128,Unarmed,6
2011,Delaware,41,Firearms,28
2011,Delaware,41,Cutting,8
2011,Delaware,41,Other,2
2011,Delaware,41,Unarmed,3
2011,District of Columbia,108,Firearms,77
2011,District of Columbia,108,Cutting,21
2011,District of Columbia,108,Other,9
2011,District of Columbia,108,Unarmed,1
2011,Georgia,522,Firearms,370
2011,Georgia,522,Cutting,61
2011,Georgia,522,Other,83
2011,Georgia,522,Unarmed,8
2011,Hawaii,7,Firearms,1
2011,Hawaii,7,Cutting,2
2011,Hawaii,7,Other,1
2011,Hawaii,7,Unarmed,3
2011,Idaho,32,Firearms,17
2011,Idaho,32,Cutting,4
2011,Idaho,32,Other,8
2011,Idaho,32,Unarmed,3
2011,Illinois,452,Firearms,377
2011,Illinois,452,Cutting,29
2011,Illinois,452,Other,29
2011,Illinois,452,Unarmed,17
2011,Indiana,284,Firearms,183
2011,Indiana,284,Cutting,36
2011,Indiana,284,Other,43
2011,Indiana,284,Unarmed,22
2011,Iowa,44,Firearms,19
2011,Iowa,44,Cutting,10
2011,Iowa,44,Other,10
2011,Iowa,44,Unarmed,5
2011,Kansas,110,Firearms,73
2011,Kansas,110,Cutting,11
2011,Kansas,110,Other,16
2011,Kansas,110,Unarmed,10
2011,Kentucky,150,Firearms,100
2011,Kentucky,150,Cutting,13
2011,Kentucky,150,Other,24
2011,Kentucky,150,Unarmed,13
2011,Louisiana,485,Firearms,402
2011,Louisiana,485,Cutting,28
2011,Louisiana,485,Other,29
2011,Louisiana,485,Unarmed,26
2011,Maine,25,Firearms,12
2011,Maine,25,Cutting,4
2011,Maine,25,Other,7
2011,Maine,25,Unarmed,2
2011,Maryland,398,Firearms,272
2011,Maryland,398,Cutting,75
2011,Maryland,398,Other,34
2011,Maryland,398,Unarmed,17
2011,Massachusetts,183,Firearms,122
2011,Massachusetts,183,Cutting,30
2011,Massachusetts,183,Other,22
2011,Massachusetts,183,Unarmed,9
2011,Michigan,613,Firearms,450
2011,Michigan,613,Cutting,43
2011,Michigan,613,Other,89
2011,Michigan,613,Unarmed,31
2011,Minnesota,70,Firearms,43
2011,Minnesota,70,Cutting,12
2011,Minnesota,70,Other,12
2011,Minnesota,70,Unarmed,3
2011,Mississippi,187,Firearms,138
2011,Mississippi,187,Cutting,26
2011,Mississippi,187,Other,14
2011,Mississippi,187,Unarmed,9
2011,Missouri,364,Firearms,276
2011,Missouri,364,Cutting,28
2011,Missouri,364,Other,42
2011,Missouri,364,Unarmed,18
2011,Montana,18,Firearms,7
2011,Montana,18,Cutting,4
2011,Montana,18,Other,5
2011,Montana,18,Unarmed,2
2011,Nebraska,65,Firearms,42
2011,Nebraska,65,Cutting,7
2011,Nebraska,65,Other,9
2011,Nebraska,65,Unarmed,7
2011,Nevada,129,Firearms,75
2011,Nevada,129,Cutting,20
2011,Nevada,129,Other,25
2011,Nevada,129,Unarmed,9
2011,New Hampshire,16,Firearms,6
2011,New Hampshire,16,Cutting,4
2011,New Hampshire,16,Other,6
2011,New Hampshire,16,Unarmed,0
2011,New Jersey,379,Firearms,269
2011,New Jersey,379,Cutting,51
2011,New Jersey,379,Other,41
2011,New Jersey,379,Unarmed,18
2011,New Mexico,121,Firearms,60
2011,New Mexico,121,Cutting,21
2011,New Mexico,121,Other,32
2011,New Mexico,121,Unarmed,8
2011,New York,774,Firearms,445
2011,New York,774,Cutting,160
2011,New York,774,Other,143
2011,New York,774,Unarmed,26
2011,North Carolina,489,Firearms,335
2011,North Carolina,489,Cutting,60
2011,North Carolina,489,Other,57
2011,North Carolina,489,Unarmed,37
2011,North Dakota,12,Firearms,6
2011,North Dakota,12,Cutting,4
2011,North Dakota,12,Other,0
2011,North Dakota,12,Unarmed,2
2011,Ohio,488,Firearms,344
2011,Ohio,488,Cutting,44
2011,Ohio,488,Other,80
2011,Ohio,488,Unarmed,20
2011,Oklahoma,204,Firearms,131
2011,Oklahoma,204,Cutting,26
2011,Oklahoma,204,Other,21
2011,Oklahoma,204,Unarmed,26
2011,Oregon,77,Firearms,40
2011,Oregon,77,Cutting,22
2011,Oregon,77,Other,10
2011,Oregon,77,Unarmed,5
2011,Pennsylvania,636,Firearms,470
2011,Pennsylvania,636,Cutting,73
2011,Pennsylvania,636,Other,66
2011,Pennsylvania,636,Unarmed,27
2011,Rhode Island,14,Firearms,5
2011,Rhode Island,14,Cutting,5
2011,Rhode Island,14,Other,4
2011,Rhode Island,14,Unarmed,0
2011,South Carolina,319,Firearms,223
2011,South Carolina,319,Cutting,38
2011,South Carolina,319,Other,40
2011,South Carolina,319,Unarmed,18
2011,South Dakota,15,Firearms,5
2011,South Dakota,15,Cutting,4
2011,South Dakota,15,Other,3
2011,South Dakota,15,Unarmed,3
2011,Tennessee,373,Firearms,244
2011,Tennessee,373,Cutting,51
2011,Tennessee,373,Other,62
2011,Tennessee,373,Unarmed,16
2011,Texas,1089,Firearms,699
2011,Texas,1089,Cutting,175
2011,Texas,1089,Other,134
2011,Texas,1089,Unarmed,81
2011,Utah,51,Firearms,26
2011,Utah,51,Cutting,5
2011,Utah,51,Other,9
2011,Utah,51,Unarmed,11
2011,Vermont,8,Firearms,4
2011,Vermont,8,Cutting,2
2011,Vermont,8,Other,2
2011,Vermont,8,Unarmed,0
2011,Virgin Islands,38,Firearms,31
2011,Virgin Islands,38,Cutting,5
2011,Virgin Islands,38,Other,2
2011,Virgin Islands,38,Unarmed,0
2011,Virginia,303,Firearms,208
2011,Virginia,303,Cutting,33
2011,Virginia,303,Other,41
2011,Virginia,303,Unarmed,21
2011,Washington,161,Firearms,79
2011,Washington,161,Cutting,29
2011,Washington,161,Other,36
2011,Washington,161,Unarmed,17
2011,West Virginia,74,Firearms,43
2011,West Virginia,74,Cutting,11
2011,West Virginia,74,Other,13
2011,West Virginia,74,Unarmed,7
2011,Wisconsin,135,Firearms,80
2011,Wisconsin,135,Cutting,21
2011,Wisconsin,135,Other,13
2011,Wisconsin,135,Unarmed,21
2011,Wyoming,15,Firearms,11
2011,Wyoming,15,Cutting,0
2011,Wyoming,15,Other,1
2011,Wyoming,15,Unarmed,3
2012,Alaska,29,Firearms,11
2012,Alaska,29,Cutting,9
2012,Alaska,29,Other,7
2012,Alaska,29,Unarmed,2
2012,Arizona,321,Firearms,211
2012,Arizona,321,Cutting,40
2012,Arizona,321,Other,58
2012,Arizona,321,Unarmed,12
2012,Arkansas,166,Firearms,108
2012,Arkansas,166,Cutting,28
2012,Arkansas,166,Other,25
2012,Arkansas,166,Unarmed,5
2012,California,1879,Firearms,1304
2012,California,1879,Cutting,261
2012,California,1879,Other,227
2012,California,1879,Unarmed,87
2012,Colorado,160,Firearms,92
2012,Colorado,160,Cutting,29
2012,Colorado,160,Other,22
2012,Colorado,160,Unarmed,17
2012,Connecticut,146,Firearms,112
2012,Connecticut,146,Cutting,17
2012,Connecticut,146,Other,14
2012,Connecticut,146,Unarmed,3
2012,Delaware,57,Firearms,41
2012,Delaware,57,Cutting,5
2012,Delaware,57,Other,8
2012,Delaware,57,Unarmed,3
2012,Georgia,541,Firearms,390
2012,Georgia,541,Cutting,57
2012,Georgia,541,Other,85
2012,Georgia,541,Unarmed,9
2012,Guam,2,Firearms,0
2012,Guam,2,Cutting,0
2012,Guam,2,Other,2
2012,Guam,2,Unarmed,0
2012,Hawaii,13,Firearms,3
2012,Hawaii,13,Cutting,2
2012,Hawaii,13,Other,4
2012,Hawaii,13,Unarmed,4
2012,Idaho,26,Firearms,17
2012,Idaho,26,Cutting,3
2012,Idaho,26,Other,4
2012,Idaho,26,Unarmed,2
2012,Illinois,509,Firearms,439
2012,Illinois,509,Cutting,39
2012,Illinois,509,Other,19
2012,Illinois,509,Unarmed,12
2012,Indiana,275,Firearms,205
2012,Indiana,275,Cutting,20
2012,Indiana,275,Other,37
2012,Indiana,275,Unarmed,13
2012,Iowa,44,Firearms,25
2012,Iowa,44,Cutting,1
2012,Iowa,44,Other,12
2012,Iowa,44,Unarmed,6
2012,Kansas,84,Firearms,50
2012,Kansas,84,Cutting,12
2012,Kansas,84,Other,13
2012,Kansas,84,Unarmed,9
2012,Kentucky,192,Firearms,122
2012,Kentucky,192,Cutting,28
2012,Kentucky,192,Other,29
2012,Kentucky,192,Unarmed,13
2012,Louisiana,455,Firearms,370
2012,Louisiana,455,Cutting,35
2012,Louisiana,455,Other,27
2012,Louisiana,455,Unarmed,23
2012,Maine,25,Firearms,14
2012,Maine,25,Cutting,7
2012,Maine,25,Other,1
2012,Maine,25,Unarmed,3
2012,Maryland,365,Firearms,277
2012,Maryland,365,Cutting,45
2012,Maryland,365,Other,28
2012,Maryland,365,Unarmed,15
2012,Massachusetts,121,Firearms,70
2012,Massachusetts,121,Cutting,33
2012,Massachusetts,121,Other,12
2012,Massachusetts,121,Unarmed,6
2012,Michigan,682,Firearms,536
2012,Michigan,682,Cutting,48
2012,Michigan,682,Other,61
2012,Michigan,682,Unarmed,37
2012,Minnesota,89,Firearms,41
2012,Minnesota,89,Cutting,21
2012,Minnesota,89,Other,16
2012,Minnesota,89,Unarmed,11
2012,Mississippi,174,Firearms,132
2012,Mississippi,174,Cutting,13
2012,Mississippi,174,Other,21
2012,Mississippi,174,Unarmed,8
2012,Missouri,389,Firearms,283
2012,Missouri,389,Cutting,29
2012,Missouri,389,Other,64
2012,Missouri,389,Unarmed,13
2012,Montana,22,Firearms,11
2012,Montana,22,Cutting,6
2012,Montana,22,Other,3
2012,Montana,22,Unarmed,2
2012,Nebraska,52,Firearms,42
2012,Nebraska,52,Cutting,5
2012,Nebraska,52,Other,4
2012,Nebraska,52,Unarmed,1
2012,Nevada,116,Firearms,70
2012,Nevada,116,Cutting,17
2012,Nevada,116,Other,23
2012,Nevada,116,Unarmed,6
2012,New Hampshire,14,Firearms,9
2012,New Hampshire,14,Cutting,3
2012,New Hampshire,14,Other,2
2012,New Hampshire,14,Unarmed,0
2012,New Jersey,385,Firearms,273
2012,New Jersey,385,Cutting,63
2012,New Jersey,385,Other,32
2012,New Jersey,385,Unarmed,17
2012,New Mexico,109,Firearms,67
2012,New Mexico,109,Cutting,14
2012,New Mexico,109,Other,21
2012,New Mexico,109,Unarmed,7
2012,New York,682,Firearms,407
2012,New York,682,Cutting,126
2012,New York,682,Other,126
2012,New York,682,Unarmed,23
2012,North Carolina,470,Firearms,309
2012,North Carolina,470,Cutting,43
2012,North Carolina,470,Other,77
2012,North Carolina,470,Unarmed,41
2012,North Dakota,16,Firearms,4
2012,North Dakota,16,Cutting,2
2012,North Dakota,16,Other,8
2012,North Dakota,16,Unarmed,2
2012,Ohio,410,Firearms,278
2012,Ohio,410,Cutting,34
2012,Ohio,410,Other,74
2012,Ohio,410,Unarmed,24
2012,Oklahoma,212,Firearms,149
2012,Oklahoma,212,Cutting,24
2012,Oklahoma,212,Other,18
2012,Oklahoma,212,Unarmed,21
2012,Oregon,81,Firearms,42
2012,Oregon,81,Cutting,17
2012,Oregon,81,Other,20
2012,Oregon,81,Unarmed,2
2012,Pennsylvania,684,Firearms,522
2012,Pennsylvania,684,Cutting,68
2012,Pennsylvania,684,Other,74
2012,Pennsylvania,684,Unarmed,20
2012,Rhode Island,34,Firearms,19
2012,Rhode Island,34,Cutting,5
2012,Rhode Island,34,Other,6
2012,Rhode Island,34,Unarmed,4
2012,South Carolina,324,Firearms,237
2012,South Carolina,324,Cutting,31
2012,South Carolina,324,Other,45
2012,South Carolina,324,Unarmed,11
2012,South Dakota,14,Firearms,4
2012,South Dakota,14,Cutting,1
2012,South Dakota,14,Other,4
2012,South Dakota,14,Unarmed,5
2012,Tennessee,387,Firearms,254
2012,Tennessee,387,Cutting,37
2012,Tennessee,387,Other,73
2012,Tennessee,387,Unarmed,23
2012,Texas,1141,Firearms,745
2012,Texas,1141,Cutting,173
2012,Texas,1141,Other,122
2012,Texas,1141,Unarmed,101
2012,Utah,49,Firearms,29
2012,Utah,49,Cutting,10
2012,Utah,49,Other,6
2012,Utah,49,Unarmed,4
2012,Vermont,8,Firearms,2
2012,Vermont,8,Cutting,2
2012,Vermont,8,Other,3
2012,Vermont,8,Unarmed,1
2012,Virgin Islands,52,Firearms,42
2012,Virgin Islands,52,Cutting,6
2012,Virgin Islands,52,Other,4
2012,Virgin Islands,52,Unarmed,0
2012,Virginia,314,Firearms,220
2012,Virginia,314,Cutting,37
2012,Virginia,314,Other,38
2012,Virginia,314,Unarmed,19
2012,Washington,194,Firearms,106
2012,Washington,194,Cutting,43
2012,Washington,194,Other,33
2012,Washington,194,Unarmed,12
2012,West Virginia,66,Firearms,47
2012,West Virginia,66,Cutting,7
2012,West Virginia,66,Other,7
2012,West Virginia,66,Unarmed,5
2012,Wisconsin,169,Firearms,108
2012,Wisconsin,169,Cutting,30
2012,Wisconsin,169,Other,21
2012,Wisconsin,169,Unarmed,10
2012,Wyoming,14,Firearms,5
2012,Wyoming,14,Cutting,3
2012,Wyoming,14,Other,2
2012,Wyoming,14,Unarmed,4
2013,Alaska,34,Firearms,12
2013,Alaska,34,Cutting,5
2013,Alaska,34,Other,13
2013,Alaska,34,Unarmed,4
2013,Arizona,304,Firearms,184
2013,Arizona,304,Cutting,56
2013,Arizona,304,Other,55
2013,Arizona,304,Unarmed,9
2013,Arkansas,154,Firearms,110
2013,Arkansas,154,Cutting,22
2013,Arkansas,154,Other,17
2013,Arkansas,154,Unarmed,5
2013,California,1745,Firearms,1224
2013,California,1745,Cutting,238
2013,California,1745,Other,191
2013,California,1745,Unarmed,92
2013,Colorado,174,Firearms,88
2013,Colorado,174,Cutting,34
2013,Colorado,174,Other,39
2013,Colorado,174,Unarmed,13
2013,Connecticut,86,Firearms,60
2013,Connecticut,86,Cutting,12
2013,Connecticut,86,Other,5
2013,Connecticut,86,Unarmed,9
2013,Delaware,39,Firearms,33
2013,Delaware,39,Cutting,4
2013,Delaware,39,Other,2
2013,Delaware,39,Unarmed,0
2013,District of Columbia,103,Firearms,81
2013,District of Columbia,103,Cutting,12
2013,District of Columbia,103,Other,5
2013,District of Columbia,103,Unarmed,5
2013,Georgia,534,Firearms,411
2013,Georgia,534,Cutting,40
2013,Georgia,534,Other,74
2013,Georgia,534,Unarmed,9
2013,Guam,9,Firearms,2
2013,Guam,9,Cutting,4
2013,Guam,9,Other,1
